image_file,time,truth,category,lower,estimate,upper
[1155]_01-12-2014_0020.jpg,2014-11-30 11:20:20,,new,22,26,27
[1156]_01-12-2014_0030.jpg,2014-11-30 11:30:20,,new,21,24,25
[1157]_01-12-2014_0040.jpg,2014-11-30 11:40:20,,new,19,19,22
[1158]_01-12-2014_0050.jpg,2014-11-30 11:50:20,,new,21,21,23
[1159]_01-12-2014_0100.jpg,2014-11-30 12:00:20,,new,20,20,23
[1160]_01-12-2014_0110.jpg,2014-11-30 12:10:20,,new,16,16,18
[1161]_01-12-2014_0120.jpg,2014-11-30 12:20:20,,new,15,17,19
[1162]_01-12-2014_0130.jpg,2014-11-30 12:30:20,,new,15,16,18
[1163]_01-12-2014_0140.jpg,2014-11-30 12:40:20,,new,16,17,18
[1164]_01-12-2014_0150.jpg,2014-11-30 12:50:20,,new,14,15,15
[1165]_01-12-2014_0200.jpg,2014-11-30 13:00:20,,new,16,16,18
[1166]_01-12-2014_0210.jpg,2014-11-30 13:10:20,,new,16,16,17
[1167]_01-12-2014_0220.jpg,2014-11-30 13:20:20,,new,17,17,19
[1168]_01-12-2014_0230.jpg,2014-11-30 13:30:20,,new,16,16,18
[1169]_01-12-2014_0240.jpg,2014-11-30 13:40:20,,new,18,18,20
[1170]_01-12-2014_0250.jpg,2014-11-30 13:50:20,,new,19,20,23
[1171]_01-12-2014_0300.jpg,2014-11-30 14:00:20,,new,18,19,21
[1172]_01-12-2014_0310.jpg,2014-11-30 14:10:20,,new,20,20,22
[1173]_01-12-2014_0320.jpg,2014-11-30 14:20:20,,new,20,20,22
[1174]_01-12-2014_0330.jpg,2014-11-30 14:30:20,,new,20,21,24
[1175]_01-12-2014_0340.jpg,2014-11-30 14:40:20,,new,19,21,21
[1176]_01-12-2014_0350.jpg,2014-11-30 14:50:20,,new,21,21,24
[1177]_01-12-2014_0400.jpg,2014-11-30 15:00:20,,new,21,22,25
[1178]_01-12-2014_0410.jpg,2014-11-30 15:10:20,,new,22,22,25
[1179]_01-12-2014_0420.jpg,2014-11-30 15:20:20,,new,23,23,26
[1180]_01-12-2014_0430.jpg,2014-11-30 15:30:20,,new,21,22,24
[1181]_01-12-2014_0440.jpg,2014-11-30 15:40:20,,new,23,23,24
[1182]_01-12-2014_0450.jpg,2014-11-30 15:50:20,,new,20,21,23
[1183]_01-12-2014_0500.jpg,2014-11-30 16:00:20,,new,19,20,21
[1184]_01-12-2014_0510.jpg,2014-11-30 16:10:20,,new,16,19,20
[1185]_01-12-2014_0520.jpg,2014-11-30 16:20:20,,new,19,19,21
[1186]_01-12-2014_0530.jpg,2014-11-30 16:30:20,,new,19,20,22
[1187]_01-12-2014_0540.jpg,2014-11-30 16:40:20,,new,19,19,19
[1188]_01-12-2014_0550.jpg,2014-11-30 16:50:20,,new,18,18,19
[1189]_01-12-2014_0600.jpg,2014-11-30 17:00:20,,new,18,18,20
[1190]_01-12-2014_0610.jpg,2014-11-30 17:10:20,,new,23,23,24
[1191]_01-12-2014_0620.jpg,2014-11-30 17:20:20,,new,23,24,25
[1192]_01-12-2014_0630.jpg,2014-11-30 17:30:20,,new,23,23,25
[1193]_01-12-2014_0640.jpg,2014-11-30 17:40:20,,new,22,22,23
[1194]_01-12-2014_0650.jpg,2014-11-30 17:50:20,22,train,21,22,24
[1195]_01-12-2014_0700.jpg,2014-11-30 18:00:20,,new,22,24,26
[1196]_01-12-2014_0710.jpg,2014-11-30 18:10:20,,new,22,22,23
[1197]_01-12-2014_0720.jpg,2014-11-30 18:20:20,,new,24,26,28
[1198]_01-12-2014_0740.jpg,2014-11-30 18:40:20,,new,22,23,25
[1199]_01-12-2014_0750.jpg,2014-11-30 18:50:20,22,test,22,23,23
[1200]_01-12-2014_0800.jpg,2014-11-30 19:00:20,,new,22,23,26
[1201]_01-12-2014_0810.jpg,2014-11-30 19:10:20,,new,23,23,27
[1202]_01-12-2014_0820.jpg,2014-11-30 19:20:20,,new,22,23,25
[1203]_01-12-2014_0830.jpg,2014-11-30 19:30:20,,new,24,25,27
[1204]_01-12-2014_0840.jpg,2014-11-30 19:40:20,,new,29,30,31
[1205]_01-12-2014_0850.jpg,2014-11-30 19:50:20,,new,27,27,30
[1206]_01-12-2014_0900.jpg,2014-11-30 20:00:20,,new,28,29,30
[1207]_01-12-2014_0910.jpg,2014-11-30 20:10:20,,new,27,27,28
[1208]_01-12-2014_0920.jpg,2014-11-30 20:20:20,,new,26,26,26
[1209]_01-12-2014_0930.jpg,2014-11-30 20:30:20,,new,27,27,29
[1210]_01-12-2014_0940.jpg,2014-11-30 20:40:20,,new,27,28,29
[1211]_01-12-2014_0950.jpg,2014-11-30 20:50:20,,new,29,29,31
[1212]_01-12-2014_1000.jpg,2014-11-30 21:00:20,,new,27,28,28
[1213]_01-12-2014_1010.jpg,2014-11-30 21:10:20,,new,27,28,29
[1214]_01-12-2014_1020.jpg,2014-11-30 21:20:20,,new,26,28,30
[1215]_01-12-2014_1030.jpg,2014-11-30 21:30:20,,new,28,30,32
[1216]_01-12-2014_1040.jpg,2014-11-30 21:40:20,,new,33,35,36
[1217]_01-12-2014_1050.jpg,2014-11-30 21:50:20,,new,30,31,34
[1218]_01-12-2014_1100.jpg,2014-11-30 22:00:20,,new,32,33,35
[1219]_01-12-2014_1110.jpg,2014-11-30 22:10:20,,new,29,31,32
[1220]_01-12-2014_1120.jpg,2014-11-30 22:20:20,,new,30,31,33
[1221]_01-12-2014_1130.jpg,2014-11-30 22:30:20,,new,27,28,31
